stars,text,clean_text
3,Hell hot,hell hot
4,Kedepan pasti menjadi wisata yang sangat luar biasa,kedepan pasti menjadi wisata yang sangat luar biasa
4,Tempat nya bagus untuk tiket masuk 30. Kalau mau naik keatas harus nambah biaya padahal tmpt sama saja,tempat nya bagus untuk tiket masuk kalau mau naik keatas harus nambah biaya padahal tmpt sama saja
5,"Tempatnya menarik kalau di explore lagi, banyak hidden spot yang sepi banget jauh dari wisatawan pada umunya.",tempatnya menarik kalau di explore lagi banyak hidden titik yang sepi sekali jauh dari wisatawan pada umunya
5,"Bukit Jaddih, Goa Pote",bukit jaddih goa pote
5,Wisata bukit kapur yang bagus untuk foto - foto,wisata bukit kapur yang bagus untuk foto foto
4,Nice for cycling,baik untuk cycling
4,Cantik... Bukit berwarna putih...,cantik bukit berwarna putih
3,"Banyak pungutan liar, tapi untungnya masih wajar",banyak pungutan liar tapi untungnya masih wajar
3,bagus. tapi panas,bagus tapi panas
5,Bagus buat photo2,bagus buat foto
5,"Lumayan bagus, jalannya buruk. Tapi pemandangannya keren karena jarang terlihat.",lumayan bagus jalannya buruk tapi pemandangannya keren karena jarang terlihat
5,"Instragram bgt...cocok buat yg suka foto2, mobil bisa masuk kearah bukit2 kapur, tiket masuknya 20 rb untuk 2 orang plus mobil, kalo mau ke danau dikenakan tiket lg per orang 5 rb",instragram bgtcocok buat yang suka foto mobil bisa masuk kearah bukit kapur tiket masuknya rb untuk orang tambah mobil kalau mau ke danau dikenakan tiket lagi per orang rb
5,Amazing scenery,amazing scenery
5,"Tempat wisatanya lumayan bagus, tp panas",tempat wisatanya lumayan bagus tapi panas
5,Tempat yg keren buat foto2,tempat yang keren buat foto
5,Panas. Tapi bagus 😍,panas tapi bagus
3,Banyak pungutan di setiap lokasi,banyak pungutan di setiap lokasi
4,Kereenn..,kereenn
5,"Really interesting place, they are still mining for chalk but they let people walk around whilst heavy machinery drive around. #BeatTheGrind",benar interesting place they are still mining untuk chalk but they let orang walk around whilst heavy machinery drive around
5,"Bukitnya tidak buruk, lumayan buat foto2, hawanya panas",bukitnya tidak buruk lumayan buat foto hawanya panas
5,Indah sekali. Hanya daja jangan siang hari kalok mau datang. Soalnya panas,indah sekali hanya daja jangan siang hari kalok mau datang soalnya panas
2,"Bukit kapur biasa, tak ada yang spesial. Objek yg ""dijual"" hanya bekas gua2 dan lubang penambangan. Selebihnya tak ada yg bisa dinikmati. lokasi lumayan jauh dan jalan kurang begitu baik. Retribusi masyarakat dimana-mana, menambah ketidaknyamanan saat berkunjung. Ada kolam atau danau kecil yg sedikit bisa menambah nilai keindahan lokasi ini. Sedikit tip: Jangan lupa bawa payung dan kacamata hitam, karna sangat panas pada siang hari.",bukit kapur biasa tidak ada yang spesial objek yang dijual hanya bekas aku dan lubang penambangan selebihnya tidak ada yang bisa dinikmati lokasi lumayan jauh dan jalan kurang begitu baik retribusi masyarakat dimanamana menambah ketidaknyamanan saat berkunjung ada kolam atau danau kecil yang sedikit bisa menambah nilai keindahan lokasi ini sedikit tip jangan lupa bawa payung dan kacamata hitam karena sangat panas pada siang hari
5,Wisata baru,wisata baru
4,Spot keren buat yg suka selfie,titik keren buat yang suka selfie
5,suasana untuk kumpul bersama adek sangat tenang,suasana untuk kumpul bersama adik sangat tenang
5,Jng bagus viewnya utk swa berfoto,jng bagus viewnya untuk swa berfoto
4,Is awesome... 😍👍,adalah awesome
4,Bagus di foto,bagus di foto
3,Lumayan jauh lokasinya dan panas.. Parkir di setiap pintu masuk harus bayar 😩,lumayan jauh lokasinya dan panas parkir di setiap pintu masuk harus bayar
5,"Tempatnya bener bener Keren,  baru dan masih perawan,  Besok besok kesana lagi",tempatnya benar benar keren baru dan masih perawan besok besok kesana lagi
4,"Nice place for sightseeing and take photo. There are a lot of parking touts in location but generally they are still charged reasonably and calm. Nevertheless, prepare a lot of change and cash for this necessity.",baik place untuk sightseeing dan ambil foto there are a lot of parking touts di location but generally they are still charged reasonably dan calm nevertheless prepare a lot of change dan cash untuk this necessity
5,Amazing beautiful,amazing beautiful
3,"Pemandangan cukup bagus, tapi managemen wisatanya kurang baik",pemandangan cukup bagus tapi managemen wisatanya kurang baik
5,Wisata bukit kapur yang bagus di sertai danau hijau yang sangat bagus,wisata bukit kapur yang bagus di sertai danau hijau yang sangat bagus
5,"Terlalu banyak pungli, bekas tambang yg jd objek wisata",terlalu banyak pungli bekas tambang yang jd objek wisata
4,"Tempatnya bagus buat foto"". Untuk tiket bayar 2x, di area tambang sama di area goa pote. Masing"" Rp.5000/orang. Untuk fasilitas ada toilet sama warung juga, parkir sangat luas. Sayangnya untuk kebersihan kurang diperhatikan",tempatnya bagus buat foto untuk tiket bayar x di area tambang sama di area goa pote masing rporang untuk fasilitas ada toilet sama warung juga parkir sangat luas sayangnya untuk kebersihan kurang diperhatikan
4,"klo tempat nya luar biasa, tp penarikan karcisnya yg mahal.",kalau tempat nya luar biasa tapi penarikan karcisnya yang mahal
5,Lumayan,lumayan
3,Tempat yg indah masih alami,tempat yang indah masih alami
4,"Udara panas....akses jalan menuju lokasi masih sepi...pinter2 cari angel unt dapat foto yg bagus.. spot foto banyak...bawa air putih sendiri, krn tdk ada yg jualan...udara yg panas bikin gampang lelah dan haus",udara panasakses jalan menuju lokasi masih sepipinter cari angel unt dapat foto yang bagus titik foto banyakbawa air putih sendiri karena tidak ada yang jualanudara yang panas bikin gampang lelah dan haus
1,Akses masuk susah,akses masuk susah
5,Indahnya Indonesiaku...,indahnya indonesiaku
3,tambang kapur,tambang kapur
3,Biasa.. Kurang perawatan dan petunjuk jalan.,biasa kurang perawatan dan petunjuk jalan
4,"Sebaiknya bawa kacamata hitam, guna mengurangi silau",sebaiknya bawa kacamata hitam guna mengurangi silau
5,God,tuhan
3,kurang menarik ke pada wisatawan,kurang menarik ke pada wisatawan
5,Sugab jua,sugab jua
5,"Satu2nya bukit kapur yang berwarna putih di bangakalan madura, mayoritas masyarakat tergolong ramah tamah",satunya bukit kapur yang berwarna putih di bangakalan madura mayoritas masyarakat tergolong ramah tamah
5,Pemandangan alam mantap,pemandangan alam mantap
2,Banyak bayar tiketny ..tidak 1 pintu saja skali bayar ..,banyak bayar tiketny tidak pintu saja skali bayar
2,Very good view not too far from Surabaya.,sangat good view tidak juga far from surabaya
3,"Lokasi bekas penambangan yg kemudian dijadikan spot foto, jalan menuju bukit jaddih lumayan susah, lebih disarankan untuk menggunakan kendaraan roda dua. Harus pandai-pandai untuk mengambil angel foto utk menghasilkan foto yang Ok punya...",lokasi bekas penambangan yang kemudian dijadikan titik foto jalan menuju bukit jaddih lumayan susah lebih disarankan untuk menggunakan kendaraan roda dua harus pandaipandai untuk mengambil angel foto untuk menghasilkan foto yang ok punya
5,"Akses yg meragukan buat orang yg pertama kali ke sini, tapi akan terbayar ketika anda sudah sampai, gokil lah.",akses yang meragukan buat orang yang pertama kali ke sini tapi akan terbayar ketika kamu sudah sampai gokil lah
5,Cocok Banget Buat foto2 tiket masuk murah,cocok sekali buat foto tiket masuk murah
5,"Menurut saya, Bukit Jaddih adalah tempat wisata yang benar-benar luar biasa spektakuler dan kedepan sepertinya akan terus bertambah spektakuler.

Saya sangat merekomendasikan Anda untuk berkunjung ke Bukit Jaddih dalam rencana wisata Anda. Akses menuju lokasi selepas jalan Suramadu sangat mudah tapi memang jalannya tidak lebar dan saat memasuki lokasi jalan tidak beraspal untuk itu dibutuhkan kewaspadaan dan kehati-hatian dalam kita berkendara.

Walaupun jalannya tidak terlalu lebar, Anda yang berkunjung ke sana memakai moda transportasi bus besarpun masih bisa masuk dan tersedia tempat parkir yang luas.

Saat pertama kali saya melihat bukit Jaddih saya benar-benar merasa sangat kagum luar bisa, yang jelas ini adalah salah satu bentuk karya manusia pada alam.
Bukit Jaddih terbentuk akibat dari aktivitas pertambangan bukit kapur dan pada akhirnya ""digarap secara apik"" sehingga bisa ""disulap"" menjadi tempat wisata yang sangat bagus oleh tangan-tangan terampil manusia, sehingga memiliki nilai ekonomi yang tinggi.

Bukit Jaddih sangat bagus dipandang mata dan bagus juga untuk berfoto/swafoto, untuk fasilitas umum yang paling penting seperti toilet  memang masih sangat terbatas.
Yang berjualan makanan dan minuman di sana memang warga lokalan saja, warung biasa dan sangat-sangat sederhana.

Jadi saran saya, saat ini, kalau Anda berkunjung ke Bukit Jaddih untuk makan (nasi) lebih baik Anda membawa sendiri
dari rumah.

Kalau Anda hobi berenang, di lokasi Bukit Jaddih juga ada kolam renangnya lho, jadi jangan lupa bawa baju renangnya
ya!?

Selamat berlibur!",menurut aku bukit jaddih adalah tempat wisata yang benarbenar luar biasa spektakuler dan kedepan sepertinya akan terus bertambah spektakuler aku sangat merekomendasikan kamu untuk berkunjung ke bukit jaddih dalam rencana wisata kamu akses menuju lokasi selepas jalan suramadu sangat mudah tapi memang jalannya tidak lebar dan saat memasuki lokasi jalan tidak beraspal untuk itu dibutuhkan kewaspadaan dan kehatihatian dalam kita berkendara walaupun jalannya tidak terlalu lebar kamu yang berkunjung ke sana memakai moda transportasi bus besarpun masih bisa masuk dan tersedia tempat parkir yang luas saat pertama kali aku melihat bukit jaddih aku benarbenar merasa sangat kagum luar bisa yang jelas ini adalah salah satu bentuk karya manusia pada alam bukit jaddih terbentuk akibat dari aktivitas pertambangan bukit kapur dan pada akhirnya digarap secara apik sehingga bisa disulap menjadi tempat wisata yang sangat bagus oleh tangantangan terampil manusia sehingga memiliki nilai ekonomi yang tinggi bukit jaddih sangat bagus dipandang mata dan bagus juga untuk berfotoswafoto untuk fasilitas umum yang paling penting seperti toilet memang masih sangat terbatas yang berjualan makanan dan minuman di sana memang warga lokalan saja warung biasa dan sangatsangat sederhana jadi saran aku saat ini kalau kamu berkunjung ke bukit jaddih untuk makan nasi lebih baik kamu membawa sendiri dari rumah kalau kamu hobi berenang di lokasi bukit jaddih juga ada kolam renangnya lho jadi jangan lupa bawa baju renangnya ya selamat berlibur
3,Puanas,puanas
4,Kl beruntung bisa liat dementor,kalau beruntung bisa lihat dementor
5,One of hidden gems in Indonesia! #exploreIndonesia,satu of hidden gems di indonesia
4,"Tempat bagus.. ttp sayang, ada yg pungli",tempat bagus tetap sayang ada yang pungli
1,Bnyk yg mnta duit pas nuju lokasi blom termsk loket msknya,banyak yang mnta uang pas nuju lokasi blom termsk loket msknya
3,"Tempatnya bagus dan sangat berpotensi untuk pariwisata.
Bisa di lihat dari foto2 yang yang sy upload.
Pengunjung banyak yang dari Surabaya, Sidoarjo, dan daerah lainnya walopun yang lokal jg banyak.

Yang perlu diperhatikan adalah masalah tiketing, di pintu depan sudah bayar tiket 20rb untuk mobil, kemudian di bukit atas di tarik tiket lagi untuk mobil 10tb dan 3 rb per orang, dan apabila masuk ke lokasi danau di bawah, mobil dan lrang bayar lagi, ini belum termasuk kalau mau naik perahu akan bayar lagi.

Sepertinya masih di kelola asal2an karena semua tempat mengutip uang parkir.",tempatnya bagus dan sangat berpotensi untuk pariwisata bisa di lihat dari foto yang yang sy unggah pengunjung banyak yang dari surabaya sidoarjo dan daerah lainnya walau yang lokal juga banyak yang perlu diperhatikan adalah masalah tiketing di pintu depan sudah bayar tiket rb untuk mobil kemudian di bukit atas di tarik tiket lagi untuk mobil tb dan rb per orang dan apabila masuk ke lokasi danau di bawah mobil dan lrang bayar lagi ini belum termasuk kalau mau naik perahu akan bayar lagi sepertinya masih di kelola asalan karena semua tempat mengutip uang parkir
2,Perlu dikembangkan sarana dan prasaran wisata dan akomodasi,perlu dikembangkan sarana dan prasaran wisata dan akomodasi
4,"Nice place and new experiences during the Jaddih Hill. Don't forget to bring sunglasses, umbrella, hat and use Sun screen protector it's very hot here 😁",baik place dan baru experiences during sebuah jaddih hill jangan forget ke bring sunglasses umbrella hat dan use sun screen protector its sangat hot sini
4,Bagus buat berjemur,bagus buat berjemur
4,Tempat yang instagramable... Minusnya ada pungli dari oknum sekitar,tempat yang instagramable minusnya ada pungli dari oknum sekitar
5,Joss,joss
3,"View bagus, hanya saja masih belum dikelola secara maksimal",view bagus hanya saja masih belum dikelola secara maksimal
3,Wisata lumayan bagus tapi fasum kurang contohnya kamar kecil,wisata lumayan bagus tapi fasum kurang contohnya kamar kecil
5,Panaaaas bgt,panaaaas sekali
3,Sampahnya luar biasa..,sampahnya luar biasa
4,Masih perlu perbaikan disana sini.. Tapi untuk menikmati pemandangan alami bolehlah.. Asyik bagi yang suka selfie..,masih perlu perbaikan disana sini tapi untuk menikmati pemandangan alami bolehlah asyik bagi yang suka selfie
4,"Menarik, menghibur, semoga manfaat",menarik menghibur semoga manfaat
3,Its a  nice human made nature tourist destination. Need a lot improvement,its a baik manusia made nature tourist destination butuh a lot improvement
4,"Tempatnya asli, asli panas😅
Untuk masuk kesana kudu bayar 3x
Pertama seikhlasnya
Kedua 10k
Ketiga 10k",tempatnya asli asli panas untuk masuk kesana harus bayar x pertama seikhlasnya kedua k ketiga k
4,"Tambang batu kapur yang dijadikan tempat wisata.
terdapat kolam air untuk berwisata perahu dan ada juga pemandian untuk berenang2.

Persiapkan pakaian untuk terik matahari, dan persiapkan juga untuk debu2.

Tambang ini masih aktif, jadi masih banyak truk berjalan, sehingga menambah intensitas debu.

jarak sekitar 30menit dari suramadu, dan 30 menit dari bebek sinjay yang terkenal.

terdapat 3 titik pembayaran
1 di jalan masuk area (sukarela untuk ""perawatan jalan kampung""
1 di pintu masuk (tiket resmi masuk bukit jaddih), dan
1 lagi saat parkir dimana saja di dalam area

entah pungli atau ndak saya ndak paham..",tambang batu kapur yang dijadikan tempat wisata terdapat kolam air untuk berwisata perahu dan ada juga pemandian untuk berenang persiapkan pakaian untuk terik matahari dan persiapkan juga untuk debu tambang ini masih aktif jadi masih banyak truk berjalan sehingga menambah intensitas debu jarak sekitar menit dari suramadu dan menit dari bebek sinjay yang terkenal terdapat titik pembayaran di jalan masuk area sukarela untuk perawatan jalan kampung di pintu masuk tiket resmi masuk bukit jaddih dan lagi saat parkir dimana saja di dalam area entah pungli atau ndak aku ndak paham
4,"Nggak tau sih, menurutku sistem administrasi nya kurang tertata, but lumayan",tidak tau sih menurutku sistem administrasi nya kurang tertata but lumayan
5,"Ini bukit kapur yang terletak di Pulau madura. Banyak spot fotonya. Kalau kesini, sempatkan naik ke puncak bukit tertingginya untuk melihat sunset. Indah dan keren banget pemandangannya. Area parkir dimana-mana. Ada musholla di area danaunya. Tapi banyak punglinya waktu saya kesini dulu.",ini bukit kapur yang terletak di pulau madura banyak titik fotonya kalau kesini sempatkan naik ke puncak bukit tertingginya untuk melihat sunset indah dan keren sekali pemandangannya area parkir dimanamana ada musholla di area danaunya tapi banyak punglinya waktu aku kesini dulu
5,Boleh lah kalau mau cari tmpt foto2 haha,boleh lah kalau mau cari tmpt foto haha
4,Keelokan bukit kapur..,keelokan bukit kapur
5,"JEDDDIH HILL
Jeddih hill is any one of hills in Madura, located in  anyone of  outlandish place; Jeddih Village, Soccah, Bangkalan, east java. To arrive in there, spent about 4 hour from the central city Surabaya. Commonly, the villagers usually mentioned  it as “Bukit kapur” or hill chalk, because formerly it is a ferrying of white  brick and dusty place, therefore it is closed for public, only the miner and functionary which are allowed to enter the ferrying area, long after the collier activity craves  the unique brick design and  gorgeous pattern like wall stairway and a huge hole resembling cove in, so that fascinated impulsiveness of people thereabout, beside the pattern of the brick the beautiful landscape around it  and afforestation stretching surround the hill when be looked from the top of the hill becoming reason of people why visit it, from time to time the visitor enhance, so that the major decide to legalize the place become Tourist Spot at 2015. Then the place is being furnished and provided facilitated such as; lake, swimming pole,
Although far away from the central city, it is still crowded by the visitors, The access facilities by car, cycle or buss. But the deriver ought to be careful as the track is s interchange It is opened at 06.00 A.M to17.00 P.M and refuse the visitor in the night, this place develop from 180 hectares to 4.00 hectares and  become two big valley  with separated place. Then from the Two valley wild be create a lake “or blue lake” and swimming pole, both the  Location Lake and swimming pole placed  in different place, to move from the lake to swimming pole preferable use transportation and take  7 minutes.
the In the swimming pole the visitor can fell two atmosphere, the natural atmosphere and modern park, natural atmosphere because around the swimming pole is rounded by the white wall of the big brick and some trees and little flowers,  the  trees usually used to be refugee place when the visitor swimed, beside of that, around it, provided some  chaise longue that is used for people to sit back while gazing at the panorama. Once against, near in the swimming pole there are a little green lake, to entry the swimming pole area the visitor only pay Rp.7.000, and the visitor can joyful the whole facilities. Don’t worry to hungry, because there are many food seller and small vender, the visitor can buy some variants food such as; pentol, noodle and ecth.
For the visitor who have arrived in there, don’t forget to entry the location of blue lake by buying ticket Rp 7.000 because it is the most favorite and gorgeous place. There is a reason why named as blue lake because the color of the water in the lake is blue, the visitor can   regale the luxurious of  blue like which is circled by the white brick cob, enter the cave white, shipping the rowing boat, don’t for get to shipping the rowing boat the visitor have to pay 8.000 rp.
Up to now jeddih hill still crowded by the visitor because of the beautiful landscap

Name: yunda fithriyah
A  class. Second semesters of English letter department. Culture and language faculty. The senate Islamic   institute of Surakarta.",jedddih hill jeddih hill adalah any satu of hills di madura located di anyone of outlandish place jeddih village soccah bangkalan east java ke arrive di there spent about hour from sebuah central city surabaya commonly sebuah villagers usually mentioned it sebagai bukit kapur atau hill chalk karena formerly it adalah a ferrying of white brick dan dusty place therefore it adalah closed untuk publik hanya sebuah miner dan functionary which are allowed ke enter sebuah ferrying area long after sebuah collier activity craves sebuah unique brick design dan gorgeous pattern suka wall stairway dan a huge hole resembling cove di jadi itu fascinated impulsiveness of orang thereabout beside sebuah pattern of sebuah brick sebuah beautiful landscape around it dan afforestation stretching surround sebuah hill when be looked from sebuah top of sebuah hill becoming reason of orang kenapa visit it from waktu ke waktu sebuah visitor enhance jadi itu sebuah major decide ke legalize sebuah place become tourist titik at lalu sebuah place adalah being furnished dan provided facilitated such sebagai lake swimming pole although far jauh from sebuah central city it adalah still crowded dari sebuah visitors sebuah access facilities dari car cycle atau buss but sebuah deriver ought ke be careful sebagai sebuah track adalah s interchange it adalah opened at am ke pm dan refuse sebuah visitor di sebuah night this place develop from hectares ke hectares dan become two big valley dengan separated place lalu from sebuah two valley wild be create a lake atau blue lake dan swimming pole both sebuah location lake dan swimming pole placed di different place ke move from sebuah lake ke swimming pole preferable use transportation dan ambil minutes sebuah di sebuah swimming pole sebuah visitor dapat fell two atmosphere sebuah natural atmosphere dan modern park natural atmosphere karena around sebuah swimming pole adalah rounded dari sebuah white wall of sebuah big brick dan some trees dan little flowers sebuah trees usually used ke be refugee place when sebuah visitor swimed beside of itu around it provided some chaise longue itu adalah used untuk orang ke sit kembali while gazing at sebuah panorama once against near di sebuah swimming pole there are a little green lake ke entry sebuah swimming pole area sebuah visitor hanya pay rp dan sebuah visitor dapat joyful sebuah whole facilities jangan worry ke hungry karena there are many food seller dan small vender sebuah visitor dapat buy some variants food such sebagai pentol noodle dan ecth untuk sebuah visitor who punya arrived di there jangan forget ke entry sebuah location of blue lake dari buying ticket rp karena it adalah sebuah most suka dan gorgeous place there adalah a reason kenapa named sebagai blue lake karena sebuah color of sebuah water di sebuah lake adalah blue sebuah visitor dapat regale sebuah luxurious of blue suka which adalah circled dari sebuah white brick cob enter sebuah cave white shipping sebuah rowing boat jangan untuk get ke shipping sebuah rowing boat sebuah visitor punya ke pay rp atas ke now jeddih hill still crowded dari sebuah visitor karena of sebuah beautiful landscap name yunda fithriyah a kelas second semesters of english letter department culture dan language faculty sebuah senate islamic institute of surakarta
5,Yg berkunjung ke bangkalan ndak ada salahnya mampir kesini,yang berkunjung ke bangkalan ndak ada salahnya mampir kesini
5,Salah satu wisata bukit kapur tempat  penambangan batu kapur yang di sulap menjadi  tempat  wisata alam,salah satu wisata bukit kapur tempat penambangan batu kapur yang di sulap menjadi tempat wisata alam
1,Not so good,tidak jadi good
5,"Bukit Kapur Jaddih atau lebih dikenal dengan nama Bukit Jaddih adalah sebuah tempat untuk penambangan batu kapur putih dan bukan tempat wisata tetapi saat ini banyak wisatawan yang berkunjung ke lokasi tersebut, dikarenakan pemandangannya yang cukup menarik untuk dilihat tentunya.

Jika dilihat tampak sekilas Bukit Kapur Jaddih memang mirip dengan Bukit Kapur Rengel di Tuban atau juga Bukit Kapur Sekapuk di Gresik. Perbedaannya, jika Bukit Jaddih ini memiliki kolam renang bernama “Gua Potte”. Tak hanya itu saja keistimewaan dari Bukit Jaddih tersebut, masih bnyak keistimewaan yang lainnya. Namun tempat penambangan kapur ini juga memiliki gua-gua kecil yang di mana iti adalah sisa penambangan. Namun, jika ingin masuk ke gua-gua kecil tersebut haraplah berhati - hati karena tempat tersebut rawan longsor.",bukit kapur jaddih atau lebih dikenal dengan nama bukit jaddih adalah sebuah tempat untuk penambangan batu kapur putih dan bukan tempat wisata tetapi saat ini banyak wisatawan yang berkunjung ke lokasi tersebut dikarenakan pemandangannya yang cukup menarik untuk dilihat tentunya jika dilihat tampak sekilas bukit kapur jaddih memang mirip dengan bukit kapur rengel di tuban atau juga bukit kapur sekapuk di gresik perbedaannya jika bukit jaddih ini memiliki kolam renang bernama aku potte tidak hanya itu saja keistimewaan dari bukit jaddih tersebut masih bnyak keistimewaan yang lainnya namun tempat penambangan kapur ini juga memiliki guagua kecil yang di mana iti adalah sisa penambangan namun jika ingin masuk ke guagua kecil tersebut haraplah berhati hati karena tempat tersebut rawan longsor
4,Banyak pungli,banyak pungli
2,"Tempatnya adalah tambang kapur yg masi aktif. Sangat berbahaya dan minim pengamanan. Terutama banyak warga lokal yg suka meminta pungutan liar di jalan dengan dalih biaya masuk.

Tp jika tidak keberatan, silahkan saja berkunjung ke tambang kapur. Sekalian belajar bagaimana cara penambangan yg buruk dan pengelolaan wisata yg kurang baik.",tempatnya adalah tambang kapur yang masih aktif sangat berbahaya dan minim pengamanan terutama banyak warga lokal yang suka meminta pungutan liar di jalan dengan dalih biaya masuk tapi jika tidak keberatan silahkan saja berkunjung ke tambang kapur sekalian belajar bagaimana cara penambangan yang buruk dan pengelolaan wisata yang kurang baik
5,"Pemandangan di wisata bukit jeddih ini sangat bagus,akses menuju wisata ini sangat mudah.akan tetapi,bila anda sudah masuk ke lokasi bukit jeddih,anda harus tetap fokus,karena medan bukit ini sangat extreme dan menantang.untuk mobil bisa masuk ke lokasi ini,jika anda ingin menaiki bukit yang ada di atas menggunakan mobil atau sepeda motor,diharapkan kondisi kendaraan harus oke,dan juga driver harus bisa menguasai medan di bukit jeddih ini,gimana anda tertarik dengan wisata bukit jeddih ini?yuk langsung aja guys...",pemandangan di wisata bukit jeddih ini sangat bagusakses menuju wisata ini sangat mudahakan tetapibila kamu sudah masuk ke lokasi bukit jeddihanda harus tetap fokuskarena medan bukit ini sangat extreme dan menantanguntuk mobil bisa masuk ke lokasi inijika kamu ingin menaiki bukit yang ada di atas menggunakan mobil atau sepeda motordiharapkan kondisi kendaraan harus okedan juga driver harus bisa menguasai medan di bukit jeddih inigimana kamu tertarik dengan wisata bukit jeddih iniyuk langsung saja teman
2,Puanas.... BerHati hati Banyak Pungutan Tiket Liar... Mengatas Namakan Wisata Bukit Jeddih... jangab Sampai Salah Masuk... Mending Mengikuti Kendaraan Besar Atau Truk... Karena Banyak Gang Gang Kecil Trus Dikasih Tulisan ke Bukit Jeddih disitu Bantak Tiket2 gak Jelas Alias Pungutan Liar... Saya Sampai Kena 2x Tiket Liar... Semoga Yg Lain Tidak... Tiket Asli Belinya di Lokasi Bukit Jeddih bukan Di Sepanjang Jalan....,puanas berhati hati banyak pungutan tiket liar mengatas namakan wisata bukit jeddih jangab sampai salah masuk mending mengikuti kendaraan besar atau truk karena banyak gang gang kecil terus dikasih tulisan ke bukit jeddih disitu bantak tiket tidak jelas alias pungutan liar aku sampai kena x tiket liar semoga yang lain tidak tiket asli belinya di lokasi bukit jeddih bukan di sepanjang jalan
3,Oke,oke
3,Banyak tarikannya beda beda jd males..,banyak tarikannya beda beda jd malas
5,Panas,panas
5,Tempat wisata terinstagramable,tempat wisata terinstagramable
4,Sekarang bayar 😩,sekarang bayar
3,"Tarif 20rb/mobil arah menuju goa pote (pungli warga),,  masuk ke danau goa pote parkir 20rb (awalnya minta 30rb malah 😪)  .Kalo ke sana jangan siang panas². Masih tahap renov mempercantik pemandangan bukit kapur goa pote",tarif rbmobil arah menuju goa pote pungli warga masuk ke danau goa pote parkir rb awalnya minta rb malah kalau ke sana jangan siang panas masih tahap renov mempercantik pemandangan bukit kapur goa pote
1,"Masuk kampung bayar 10 ribu
Masuk wisatanya parkir bayar 10 ribu
Masuk tempat wisatanya 5 per orang
Bawa kacamata klo ksana BUNAR",masuk kampung bayar ribu masuk wisatanya parkir bayar ribu masuk tempat wisatanya per orang bawa kacamata kalau ksana bunar
5,Goa pote,goa pote
2,"Untuk saat ini sudah tidak cantik lagi..
Air danau sudah mulai surut dan hijau.
Air tidak berwarna biru lagi.",untuk saat ini sudah tidak cantik lagi air danau sudah mulai surut dan hijau air tidak berwarna biru lagi
3,This places a former limestone quarry but this places a good to take pictures,this places a former limestone quarry but this places a good ke ambil pictures
1,Banyak pungli. Mbayar gak jelas buat apaan,banyak pungli mbayar tidak jelas buat apaan
3,buat foto2 boleh juga,buat foto boleh juga
5,"Tempatnya dan pemandangannya bagus, kunjungannya menyenagkan. Ada danau juga yang indah",tempatnya dan pemandangannya bagus kunjungannya menyenagkan ada danau juga yang indah
5,Tolong perbaiki akses jalan ke TKP,tolong perbaiki akses jalan ke tkp
4,"Tempatnya keren,  sayangnya kurang fasilitas untuk sholat",tempatnya keren sayangnya kurang fasilitas untuk sholat
3,"Tempatnya perlu dijaga kebersihannya terus buat tempat ibadah kurang karna kemaren saya solat di tempat pedagang"" disana. Toiletnya juga perlu diperbaiki",tempatnya perlu dijaga kebersihannya terus buat tempat ibadah kurang karena kemarin aku solat di tempat pedagang disana toiletnya juga perlu diperbaiki
4,Wisata bukita kapir sangat indah,wisata bukita kapir sangat indah
5,Pemandangan bukit jedih bagus.... cuma masi dipakai sbg tambang kapur juga,pemandangan bukit jedih bagus hanya masih dipakai sebagai tambang kapur juga
5,Panas,panas
4,"Bukit kapur di daerah bangkalan madura. Akses jalan bisa melalui jembatan suramadu. Lumayan jauh dan jalanan masih sedikit sepi. Lebih baik rombongan dan siang hari. Pemandangannya bagus. Dan masih ada kegiatan penambangan di lokasi ini. Jadi harus berhati-hati saat ada alat berat di lokasi. Sering dibuat lokasi pemotretan prewedding. Saat cerah dan berangin,harap hati-hati terhadap debu-debu kapurnya.",bukit kapur di daerah bangkalan madura akses jalan bisa melalui jembatan suramadu lumayan jauh dan jalanan masih sedikit sepi lebih baik rombongan dan siang hari pemandangannya bagus dan masih ada kegiatan penambangan di lokasi ini jadi harus berhatihati saat ada alat berat di lokasi sering dibuat lokasi pemotretan prewedding saat cerah dan beranginharap hatihati terhadap debudebu kapurnya
4,"Good to take picture. You may visit it again someday, because it will open up a brand new Chalk-Hill Theme Hotel in there.",good ke ambil picture kamu may visit it lagi someday karena it akan buka atas a brand baru chalkhill theme hotel di there
5,Perjalan menuju bukit Jaddih - Madura masih kurang akses nya . . Melewati jalanan2 desa yg sempit dan jalanan nya masih banyak yg kurang bagus... Lumayan memakan waktu yg.lama tetapi setelah liat tempat nya bakalan terbayar perjalan jauh digantikan dgn pemandangan yg bagus.. disarankan bawa masker.. karena penambangan kapur masih beroperasi dan banyak debu2...,perjalan menuju bukit jaddih madura masih kurang akses nya melewati jalanan desa yang sempit dan jalanan nya masih banyak yang kurang bagus lumayan memakan waktu yglama tetapi setelah lihat tempat nya akan terbayar perjalan jauh digantikan dengan pemandangan yang bagus disarankan bawa masker karena penambangan kapur masih beroperasi dan banyak debu
5,Serru bgt gaess,serru sekali teman
