stars,teks
1,sebetulnya ini tempat pertambangan aktif jadi cukup berbahaya bisa runtuh sewaktu belum ada fasilitas dasar untuk tempat wisata seperti toilet dsb tiket masuk mobil rb
4,keren lumayan panas hehee
4,lokasi lumanyan jauh dan masuk jalan desan yang kecil tapi bisa dilalui mobil udara sangat panas dan berdebu karena memang daerah perbukitan dan merupakan penambangan batu kapur yang masih aktif saran aku jangan datang pulang terlalu sore dari lokasi karema rawan perampokan dan begal di perjalanan menuju meninggalkan lokasi wisata
1,ingin terkenal kok banyak pungli begal tidak jelas bangetkalo ingin di eksplor tempatnya harus ramah dan jangan melakukan kejahatan pasti destinasinya nanti akam rame kalau rame kan enak akan banyal penghasilan dan bertambahnya tenaga kerja jadi tukang parkir dsb
4,akses jalan masih bergelombang parah
4,keereeen sekali
5,salah satu tempat wisata bukit kapur yang penggaliannya masih aktif di kabupaten bangkalan khususnya di daerah jaddih tempat wisata ini masih terus berbenah dalam pembangunannya terdapat kolam renang untuk anakanak dan area danau dengan beberapa perahu kayu untuk sekedar mengelilinginya
5,terdapat banyak titik foto yang bagus tarif naik rakit korg dan rakit bisa diisi orang jalan menuju bukit gampang ditemukan tapi untuk mobil jalan tersebut kecil tapi masih bisa minggir kalau gantian ada mobil yang dari lawan arah x bayar masuk kesana pertama di jalan kecil bayar k tiketing di daerah bukit k juga terus masuk ke area danau tiketing juga orang k
5,bukit jaddih adalah bukit kapur yang masih aktif penambangan kapurnya terletak di madura desa jaddih bangkalan wisata ini masih baru dan belum dikelola dengan baik terlihat dari kondisi jalan yang masih sempit jalan desa yang belum aspal jalan yang blm dilengkapi lampu yang memadai jalan masih menyatu dengan kampung sekitarnya belum memiliki gapura sendiri belum ada arah panah jalan yang layak dan lainnya namun sudah banyak renovasi yang dilakukan untuk meningkatkan kenyamanan lokasi bukit jaddih sekitar km dari jembatan suramadu untuk sampai ke lokasi butuh waktu kurang lebih jam lokasi bukit kapur sangat luas terbagi beberapa titik dengan objek wisata utama adalah danau potehgoa poteh yang artinya danau putihgua putih selain itu terdapat pemandian atau kolam renang dan areaspot foto lainnya mulai dari wilayah rendah goa poteh sampai yang tertinggi juga ada pengunjung dapat melihat indahnya bukit kapur dari berbagai tempat dilihat dari ketinggian juga bisa dari yang paling rendah juga bisa terdapat beberapa pahatan dan goa goa bekas tambang kapur sangat alami dan indah banyak titik foto yang bagus untuk diabadikan baik untuk acara wedding atau sekedar memenuhi galeri di sana terdapat penjual makanan ringan oleh oleh khas madurajawa timur dan minumanbuah hasil dari wilayah setempat juga ada tempat sewa perahu rakitan yang bagus untuk fotografi atau untuk anak kecil terdapat hiburan naik kuda yang wilayahnya dekat dengan goa poteh untuk masuk ke bukit jaddih perlu membayar x pertama infaq sukarela di awal masuk yang kedua sebelum masuk wilayah bukit jaddih dan terakhir sebelum masuk ke goa poteh total biaya rb sinar matahari lumayan menyengat jika musim panas dan kehujanan apabila musim hujan jadi lengkapi dengan jas hujanpayung bila datang ke sana
5,luar biasa
2,banyak calo biaya masuk sekarang dulu hanya jabis rb sekarang satu orang habis rb
5,tenpat rekreasi yang sungguh serasa berada di negeri antah berantah sp amazing bukit kapurnya juga tempat ug baik untuk foto juga berenang dari jembatan suramadu yang sekarang gratis relative dekat sekali dengan surabaya jadi tunggu apa lagi kakak bro
5,seru sekali n mantap
5,buagus sekali
4,menarikditata dengan konsep cantik serius bikinnya
5,banyak parkir total bisa sampai rb
4,luar biasa
3,tempatnya cukup indah juga
5,bagus buat foto
5,pemandangannya bagus sekali
3,bagus banyak yang tidak tertata
5,luar biasa
4,banyak yang narik tetapi toilet bersih
5,tempat rekreasi ya lumayan murah meriahakses jalan tergolong sedang sebab masih ada yang belum aspalkalau tempat rekreasi ya tergantung penikmat nya kalau suka alam ya pasti klik ini tempat nyatiket masuk tempat rekreasi ributiket masuk per orang ribulumayan terbantu juga ya oleh penjual di sana yang ramahapalagi kalau bisa bahasa madura kita bisa tawares degan utuh riburujak lontong ribugorengan pisang tahu ote ote ribusekedar saran sedia payung karena cuaca nya panas bangetbawa kaca matakalau alergi debu bisa pakai maskerkarna kadang debu nya banyak akibat angin nyawisata naik kuda juga ada ribunaik rakit ribulumayan buat foto selpi
4,tempatnya di bangkalan tempat indah walau hanya bekas galian batu bata enak buat rekreasi berdua atau rombongan ada kolam renang dan tiket masuk murah kalau cuaca panas enak pakai kacamata dan penutup hidung
3,akses jalan yang kurang memadai masih menjadi masalah saat ingin mengunjungi tempat wisata ini jalanan menuju tempat ini masih tergolong kecil dan sepi sangat rawan saat malam hari saat ingin memasuki wilayah bukit jaddih ini pengunjung akan diminta untuk membayar tiket masuk namun bukan hanya sekali bisa kali ini sebenarnya yang membuat kurang nyaman mulai dari karcis parkir tiket masuk per orang dan tiket untuk beberapa titik foto yang ada pada saat musim kemarau cuaca sangat panas disini karena tempatnya terbuka jika ingin mengunjungi tempat ini saat siang siapkan payung dan topi untuk mengurangi sengatan panas matahari di tempat ini fasilitas yang masih kurang lengkap seperi toilet hanya tersedia beberapa di tempat wisata yang luas seperti ini musholla pun belum ada disini sudah banyak warung warung yang menjual makanan maupun minuman dibalik kekurangannya bukit jaddih menawarkan pemandangan yang indah tidak hanya bukit kapur saja ada pemandangan bukit bukit hijau di sekitarnya yang bisa dinikmati disini terdapat danau di tengah kawasan bukit jaddih ini tips jika ingin kesini datanglah pagi hari agar tidak terlalu panas karena akses jalan yang masih rawan jangan pulang malam hari untuk menghindari tindak kejahatan yang bisa terjadi bawalah topi dan payung jika diperlukan karena saat siang hari tempat ini sangat panas terimakasih
4,ada aku pote ada kolam renang baik view siang hari panas sekali meter dari jalan utama dan masih jalan batu kapur
3,perbukitan kapur yang sangat eksotistapi sayang tidak di dukung oleh tempat istirahat yang nyaman tidak ada tenda yang nyaman hny ada beberapa warung kakilima padahal restribusi sudah lumayan lancar masuk per kepala rp parkir rp semoga makin ditingkatkan kondisi yang sekarang
2,puanaaaassss dan gersang
4,warna danau sudah berubah jadi hijau lumut
3,panas dan tempat wisata kotor ada kotoran kuda
4,bagus tapi masih belum sempurna perlu di kembangkan
3,bagus tapi fasilitas jalan masuk nya belum diaspal kalau hujan becek
3,tempatnya lumayan hanya karcisnya tidak satu gate jadi di dalam ada pungutan lagi imni yang bikin tidak nyaman mohon di tertipkan dan di tata lagi
1,banyak begal
5,suasananya bagus sekali
5,suatu kalau sdh jadi pasti jauh lebih indah
5,prospek bagus untuk tempat pariwisata perlu dikembangkan lagi
5,subhannalloh keren luar biasa
5,harus mengunjungi istana jika kamu berada di madura
5,kereen sekali bagus lagi kalau dilengkapi petunjk jalan
4,banyak tarikan tidak resmi
5,tempatnya bagus instagramable bangetbisa juga untuk foto prewedd
5,eksotik
4,lumayan bagusutk pengerjaan aku dan jalan belum selesai dikerjakankesana rombongan dengan diiringi gerimisjadinya blm bisa menikmati wisata dengan waktu yang lamawaktu juga terbatasakses jalan kesana sempitutk kendaraan bis saat berpapasan dengan kendaraan lain jadi agak susahtapi bersyukur sudah menikmati wisata di madura
3,belum terawat masih banyak pungli untuk tiket masuk
4,jalan menuju ke sana masih belum ratakarena ada penambangan yang masih aktif di sanah nya
5,mantab
2,banyak pungli
4,serem sekali banyak palak nya tiket sana sini tidak jelas kontribusi apa
4,destinasi wisata baru di bangkalan yang cukup menarik
1,apakah kamu punya ppn
4,tempat masih baru tempat yang bagusnyaman jugacuma masih dalam perbaikan dan pembentukan batu batu menjadi objek wisatabelum bisa maksimal kalau di nikmati sekarangtapi perlu di kunjungi sebagai titik foto sangat keren
3,pemandangannya bagus tapi bayar kali pertama rb masuk ke parkiran bayar lagi rb karcis satunya pun fotokopian
3,berdebu dan panas agak meleset dari ekspektasi sih hehehe
5,bagus juga
5,keren
5,tempat yang indah
1,ini adalah tambang batu kapur tidak boleh dibuka untuk umum
5,wisataable
3,panas jangan lupa bawa topipayung dan air mineral
3,kurang atraksi
4,tempat yang bagus untuk fotografi
5,bukit yang indah dan perlu di kembangkan dengan baik masa banyak pembenahan terutama akses masuk dan keamanan ya
5,bukan hanya melihat pahatan kapur saja kita juga bisa melihat bukit bukit yang hijau dan indah disekitar sana ditengah tengah bongkahan kapur tersebut terdapat seperti danau yang diberi nama aeng goweh pote mata air itu muncul dari sumber hasil galihan kapur jika kamu ingin menikmati sensasi keindahan aeng goweh potecukup dengan membayar rp di aeng goweh pote juga terdapat penyewaan seperti perahayu untuk bisa mengelilingi danau tersebut setiap orang dikenai biaya rp umtuk bisa menikmatinya kita juga bisa berfoto foto untuk menambah isi dari instagram kita ya maklum anak muda sekarang mencari tempat tempat yang bagus untuk foto dan mengisi instagram mereka banyak orangorang yang masih penasaran ke tempat indah ini banyak para pendatang dari luar jawa yang pergi ketempat ini bahkan ada salah satu artis yang pergi kesana bukit jaddih juga sering dijadikan tujuan untuk melakukan foto preweddingkarena destinasi keindahannya yang masih indah dan alami
3,kurang dikelola dengan baik bekas tambang kapur yang dijadikan tempat wisata
5,kereen skaliooi
4,tempatnya bagus bersih tapi panas sekali x ditarik tiket masuk
5,bagus rekcm kalau k sana bagusan pas sunset atau pagi sekalian
5,pemandangan yang bagus
5,tempat yang bagus
5,perlu dikunjungi
4,prasarana masih kurang sekali padahal lokasi ok terutama penarik restribusi uncomfortable little bit
5,mantap
5,panas tapi indah nian berasa kecil di bukit kapur indah nan luass
4,tempat yang bagus buat berswafoto atau sekadar liburan bareng keluarga cukup dekat dari sljembatan suramadu
5,lokasi yang menawan
5,tempat rekreasi di area tambang batu kapur
4,masih dalam proses semoga kalau sudah selesai makin bagus
5,keren
3,jalan menuju bukit masih sempit sangat mepet untuk mobil berpapasan jalan masuk masih berbatu blm aspal di dalam banyak yang minta uang parkir tidak resmi
4,tempatnya bagus dan berpotensi hanya saja akses ke sana belum terlalu mudah
4,sangat menarik
5,bagusss bgtluas sekali tebing tebing kapur yang menjulang tinggipokokny harus mampir ke sini yachtepatnya di pulau maduragak jauh lho dari jembatan suramadubanyak titik titik kerennyan yang suka naek kudatersedia juga lhooiya satu lagidi bukit kapur jaddih ini juga terdapat guabernama goa pute
4,berada di daerah bangkalan madura akses jalan kesana bisa menggunakan motor maupun mobil tempatnya bagus tapi harus siap bawa payungatau topidan sunblock karena panasnya luar biasa
5,tempat yang bagus
5,bagus sekali tempat nya cocok buat prewed pemandangan nya bagus unik seperti istana romawi hanya sekarang danau nya kering bangunan nya terus di bangun ada ruang ruang dalam aku bisa naik ke atas bukit pesan aku bawa masker soalnya devi kapur nya sangat terasa bawa mantel soal nya kalau hujan deras biar bisa pulang ada tempat parkir dan beberapa penjual makanan
4,wisata tambang batu kapur sebagai obyek wisata foto
5,area bekas tambang batu hati hati jika naik motor jangan sendirian
5,ini adalah salah satu wisata terutama untuk yang suka foto di area madura tapi tempat ini jd tidak terlalu jauh dari surabaya jadi bagi kalian anak suroboyo mampir rene jancuk sebenarnya ini hanya bukit biasa tapi karena dia jd area pertambanganpokoknya seperti batu bata gitu akhirnya terbentuk tebing yang elok dan enak dipandang sampai saat ini tempat ini mash dijadikan tempat untuk tambang jadi jangan kaget kalau nanti disana banyak truk wisata ini kalau di jogja seperti tebing breksi yaa laaah hanya sajaa disini areanya sangaat luar dan ada kolamnya tempat ini bisa dibilang mash dalam pembangunan jadi blm semua tmpat benar terpahat dengan baik untuk biaya masuk cukum k perorang kalau tidak salah saran aku jangan lupa bawa masker karena banyak debu langsung cuuus cuuk
3,tempat ini lumayan bagus untuk di jadikan sebuah titik foto foto atau di gunakan sebagai lokasi pemotretan namun sayangnya pengelolaan yang kurang maksimal menjadikan kamu harus membayar x ketika ingin masuk ke tempat ini akses yang cukup sulit membuat kamu harus lebih hati hati ketika mengakses tempat ini
3,mantap lah
4,mantaaaaapp
3,puanassss hanya bisa neduh di balik bayangan lain kali kalau kesini bawa payung tapi awas juga angin agak kencang
5,kerennn tempatnya cocok untuk bersantaii
5,mantap
4,asalnya ini dari gunung kapur yang ditambang karena kapurnya dapat digunakan untuk berbagai kebutuhan konstruksi setelah digunakan untuk kebutuhan tambang justru view nya semakin bagus lengkap dengan goa putih buatan bahkan ada kolam renang yang dikelilingi pemandangan bukit kapur
4,tempat bagus untuk berfoto sayangnya belum dimaksimalkan pengelolaan lokasi wisatanya jadi bayar biaya parkir berkali oleh warga
5,belum ada peta wisata
5,tutup tidak jam sore kok sampai magrip pun masih buka
4,bagus yang dulu
4,masuk bayar ada kolam renang
5,bagus
3,sampah nya banyak sehingga merusak pemandangan kamar mandinya juga masih kurang mohon ditambahkan lagi kamar mandinya
5,bagusss sekali cumaa punglinya itulohh wagelaseeehh bikin tidak lagi lagi kesana sebelum benar benar di atur tur tur jalan berapa meter bayar jalan lagi bayar jalan lagi bayar keterlaluan sih menurutku
4,lumayan untuk refresing
3,tempatnya bagus sayangnya fasilitas umumnya kurang
5,tempatnya artistik bagus kamu foto titik hanya agak panas
4,hanya menit dari tol dekat kamu akan melewati sebuah desa untuk mencapai tempat ini dan akan ada seorang pria dengan sekotak sumbangan biaya parkir untuk sepeda motor adalah k kamu dapat parkir di mana pun kamu mau sebelum parkir kamu harus membayar lagi untuk masuk ke lokasi k untuk setiap orang sangat panas tempatnya instagrammable itu masih dalam tahap pembangunan beberapa penjual makanan ada di lokasi
5,harus pintar foto
5,instagramable
5,tempat bagus buat titik foto cuma perlu dikelola lebih profesional biar jelas pungutannya
1,banyak parkir liarnya mau masuk sudah bayar parkir di dalam di minta lagi bayar pindah posisi bayar lagi pindah parkir lagi harus bayar lagi bagai mana mau menikmati pemandanganya banyak punglinya
3,kurang di kembangkan fasilitas minim
4,pemandangan tebing kapur di bangkalan madura
4,tempatnya bagus sekali buat foto instagramable sekali memang panas sekali harap dimaklumi memang dimadura cuacanya sangat terik sekali hanya mau cari tempat parkir muter kena tarif terus kurang tau itu pungli memang sistemnya sprti itu jujur memang kurang puas sekali dengan adanya yang seperri itu
4,luar biasa
4,kurang terawat juga sichandaikata jiwa seni bisa di tingkatkandr perbukitan di atas kan jauh lebih indah nama bukit jedih bisa di ukiritu jauh lebih bgus kreatifnext di beri fasilitas kedai kedai yang mumpunicz masih terlihat kurang terawat kedai yang ada di sana
3,lumayan bagus
5,wisara lokal yang instagramable
5,luar biasa
4,bagus untuk mengambil foto
4,pengembangan bangunan bukit karst
3,sayang sekali danau nya sudah kering
5,tempat nika
4,kurang adanya penanganan dari pemerintahan
5,luar biasa
4,salah satu pemandangan yang aan memajakan mata pengunjung
5,semua bagus sayangnya toiletnya airnya kotor
5,bagus
1,banyak preman masuk bayar rb tiap lokasi di juga preman n harus keluar biaya lagi
4,beberapa tahun yang lalu sudah lebih baik masih tanpa perahu kuda lebih alami sekarang banyak pembangunan kurang natural
5,bagus dan unik
4,tempatnya panas
5,tempatnya bagus dan instagrammable cocok untuk study tour maupun rekreasi bersama keluarga dan temanteman masuknya gratis tersedia banyak titik parkir mobil motor maupun bus menurut aku lebih baik dan enak jika ke bukit jaddih jam an sore dikarenakan sudah tidak terlalu panas
5,tempatnya keren dan view yang sangat menawan
4,bukit penambangan kapur bagus
5,angle yang bagus n romantis untuk prewed
2,tidak banyak
5,tempat nya keren sekali dari awal masuk ada pungutan biaya
3,objek wisata yang punya potensi namun masih perlu diperbaiki dalam managemennya banyak pungli
5,seeppp akses jln blm lebar
3,gugusan batu kapur bekas tambang yang eksostis tapi sayang banyak preman yang narget karcis masuk tanpa ada karcisnya kebersihan tidak diperhatikan
4,tempatnya indah
5,siap masker dan kendaraan penuh debu
5,tempat refresing yang menyenangkan
3,menegangkan
3,masih alami dan tradisional penambangan kapurnya masih aktif sehingga agak mengganggu pariwisata pengelolaan masih kurang profesional
5,bagussss
5,bagus
4,serasa dikota lama mesir padahal digoa potejaddih madura
4,panas sekali perlu penghijauan yang banyak
4,pemandangan menakjubkan dan kita bisa menjelajahi tempat itu tapi terlalu banyak retribusi ilegal dari penduduk setempat
3,untuk selfi
5,bangu sekali tebingnya
3,lumayan bagussayang jln nya masih krg bagus
3,kerennn
4,sangat cocok untuk melihatlihat dan mengambil fotofoto indah di madura tidak terlalu bagus untuk membawa anakanak karena bisa sedikit berbahaya meskipun jalannya sangat bergelombang pemandangan dan pengalamannya sangat berharga
4,pemandangan indahparkir xrp
4,pemandangan yang bagus untuk selfie
4,bagus
5,bagus tempatnya hanya perlu ditata lagi untuk kebersihan nya
5,good bagus apik mantap tapi sayang pas ke sana danau nya habis air nya entah sp yang minum masuk cuma bayar parkir kalau k goa pote bayar lagi orang bisa lihat pembuatan bata putih langsung
3,tempatnya masih aktif dengan orang kerja kurang terawat panas fasilitas kurang memadai banyak pungli
5,menyesap
5,bukitnya bagus grand kanyonnya jawa tapi sayang danaunya tidak terawatairnya kering
1,terlalu banyak tukang palak jalan masuk kampung bayar rb bon masuk area parkir rb bon habis foto ingin pergi masih dipalak lagi rb tanpa kuitansi terus untuk turun ke goa katanya ada loket masuk rborang tapi tidak jadi coz sudah ilfil duluan belum kalau ke kolam
5,tradisional limestone mine hasilnya bagus juga buat wisata alternatif
5,bukit kapur jaddih wisata di bangkalan madura yang bagus buat buru foto travel destinationsk bukit jaddih madura instagram travel blog reservasi madura tidak hanya terkenal dengan sate madura saja serta kuliner mengunggah selera lainnya tapi juga punya tempat wisata keren yang layak untuk kamu kunjungi bukit kapur jaddih namanya tempat wisata ini layak untuk kamu kunjungi jika mencari tempat instagrammable di madura sekilas tentang bukit kapur jaddih dahulunya bukit kapur jaddih atau lebih dikenal dengan nama bukit jaddih adalah sebuah penambangan batu kapur putih dan bukan tempat wisata yang dikunjungi banyak wisatawan layaknya sekarang jika dilihat tampak sekilas bukit kapur jaddih memang mirip dengan bukit kapur rengel di tuban atau juga bukit kapur sekapuk di gresik perbedaannya jika bukit jaddih ini memiliki kolam renang bernama aku potte tidak hanya itu saja keistimewaan bukit jaddih namun tempat penampangan kapur ini juga memiliki guagua kecil sisa penambangan namun jika ingin masuk ke guagua kecil ini harap berhatihati karena rawan runtuh tips jika ingin datang ke sini sebaiknya datang di pagi hari karena kamu bisa melihat keindahan fajar matahari terbit yang memikat sebaiknya pada sore hari jam wib kamu sudah pulang karena jika sampai malam hari dikhawatirkan terjadi tindak kejahatan jika kamu ingin melihat aku jepang sebaiknya datang pada saat akhir pekan karena kabarnya aku jepang hanya buka saat akhir pekan gunakan sunblock karena kondisi cuaca di sini cukup panas dan gersang sebaiknya lebih berhatihati karena tempat ini adalah lokasi penambangan jadi masih banyak warga yang mengais rezeki dengan menambang batu kapur di sini sebaiknya gunakan masker karena dikhawatirkan debu truk pasir yang warawiri mengangkut tambang beterbangan dan mengganggu pernapasan kamu lokasi bukit jaddih lokasi bukit kapur jaddih berada di kecamatan socah desa jaddih kabupaten bangkalan madura jawa timur bukit jaddih berjarak kilometer dari pusat kota kabupaten bangkalan dan berjarak km dari pusat kota surabaya melalui jembatan suramadu yang menghubungkan pulau madura dengan surabaya harga tiket masuk bukit kapur jaddih bangkalan harga tiket masuk bukit kapur jaddih bangkalan rporang kamu sudah bisa berenang di kolam pemandian dan menelusuri bukit jaddih lokasi bukit jaddih lokasi bukit kapur jaddih berada di kecamatan socah desa jaddih kabupaten bangkalan madura jawa timur bukit jaddih berjarak kilometer dari pusat kota kabupaten bangkalan dan berjarak km dari pusat kota surabaya melalui jembatan suramadu yang menghubungkan pulau madura dengan surabaya harga tiket masuk bukit kapur jaddih bangkalan harga tiket masuk bukit kapur jaddih bangkalan rporang kamu sudah bisa berenang di kolam pemandian dan menelusuri bukit jaddih lokasi bukit jaddih lokasi bukit kapur jaddih berada di kecamatan socah desa jaddih kabupaten bangkalan madura jawa timur bukit jaddih berjarak kilometer dari pusat kota kabupaten bangkalan dan berjarak km dari pusat kota surabaya melalui jembatan suramadu yang menghubungkan pulau madura dengan surabaya harga tiket masuk bukit kapur jaddih bangkalan harga tiket masuk bukit kapur jaddih bangkalan rporang kamu sudah bisa berenang di kolam pemandian dan menelusuri bukit jaddih
3,akses jalan masih sangat kurang mendukung
1,tempatnya ok kita sudah bayar parkir pertama di tengah bayar lagi di bawah bayar lagi dengan kertas berbeda aku kurang
3,mungkin kalau di kelola secara maksimal bagus di tambahin wahana dan tempat bermain anak
4,instagramable
4,lokasinya bagus tapi sayang terlalu banyak pungutan
3,wisata bukit jaddih bangkalan madura
3,pemandangan lumayan cuaca terasa panas benar adventure
4,tempat eksotik untuk foto
4,safety di wisata ini aku rasa kurang
4,kalau kesana sebaiknya langsung ke bawah saja lebih bagus
3,jalan menuju lokasi sebagian rusak dan kecil harus berhatihati ketika berpapasan antar roda empat tiket masuk ribu rupiah belum masuk ke danau buatan naik perahu hias per orang ribu rupiah pemandangan sangat indah dan instagramable petugas parkir cukup ramah jika habis hujan agak becek hindari sepatu hak tinggi toilet cukup bersih namun gelap ada kolam renang didekat nya
3,parkir habis rb emezing tiap titik foto ditarikin duitrb untuk parkir mobil pintu masuk ditarik rb di kasih karcis naik keatas lagi di cegat ditarok lagi rb wkwkw kasih karcis entah untuk apa kalaupun untuk parkir pulangnya tidak di cek lagi maklum soalnya sbnrnya kawasan ini kawasan proyek batu kapur yang jadi tempat wisata dadakan akses jalannya lumayan refresh pemandangannya oke nope untuk sekedar buru foto lumayan yaudahlah yah jarang jarang kesana ini mushollah tidak ada toilet tidak ada warung ada
4,keren
5,menyesap
1,sebenarnya tidak pantas diberi bintang tempat wisata seharusnya tertata tidak ada tumpukan sampah itu hanya tempat penambangan tanah putih banyak mobil pengeruk tanah dan truk parahnya lagi banyak preman pemungut tiket liar tiket fotokopian setelah bayar tiket masuk kita ditagih lagi tiket parkir lokasi sungguh tempat yang tidak layak disebut tempat wisata
4,lokasi cukup mudah dijangkau tiket masuk murah terdapat kolam renang untuk anakanak dan ada rakit kecil untuk berkeliling danau banyak penjual minuman dan makanan ringan disana toilet kurang bersih untuk mendapatkan hasil fto yang bagus lebih baik datang pagi agar matahari tidak terlalu panas
5,tempat yang bagus
5,keren untuk foto
4,bagus sekali tapi kurang teduh ditambahi pohonnya donk
1,kurang menarik
5,enak nyaman hanya hati saja kalau ada yang narik htm lagi setelah di lewat pos pembayaran pertama kemarin aku kena pungli buat htm doang habis rb
4,jalan menuju lokasi masih sempit obyek wisatanya belum jadi nyala progress yang bisa dinikmati kolam renang untuk anak
5,tempatnya bagus tapi sayang aksesnya rawan begal
1,haduh parah sih ini masuk sudah rb nanti masuk hanya parkir mau foto diminta rb lagi banyak pungutan liar sarana prasarana kurang memadai masih banyak pertambangan jadi agak kurang aman banyak ulasan juga banyak begal tips yang mau liburan ke bukit jeddih lebih baik jangan
5,luar biasa
3,ini adalah lokasi pertambangan kapur bukan lokasi wisata mgk tidak lama lagi akan rusak karena kapurnya terus diambil pertambangan kapur ada dimana mana
2,bukit jaddih yang sekarang beda sama yang dulu airnya turun sampai sekitar meter
5,eksotik
5,keren
5,pemandangan yang bagus
5,jos bagus sekali
5,mampir kesini ayo
5,bukit kapur yang bagus sekali apalagi kalau dikelola secara baik terletak di kabupaten bangkalan dari jalan raya masuknya sekitar km hanya bisa di akses dengan kendaraan pribadi pemandangannya bagus karena tempatnya yang tinggi ada kolam renang dan tempat bermain sebelum masuk ke area banyak terdapat guagua alami yang besar
5,aslinya ini kan tempat penambangan batu kapur tapi jadi tempat wisata karena lokasi bekas hasil penambangan nya jadi epic banyak titik foto yang bagus sih disini kalau mau eksplore madura coba juga buat wisata kesini
2,kurang jelas petunjuk arahnya dan sarana untuk publik sangat kurang
5,kerasnya cadas kalah dengan semangat
3,lumayan bagus tempatnya
3,jalannya lumayan susah apalagi kalau dua arah terus itu tempat wisata yang belum terawat menurutku karena kurang rapi tapi jadi far lumayan lah
4,bukit kapur nan exotis
4,penambangan kapur yang dijadikan obyek wisata lebih besar dari tebing breksi sangat potensial masih sedang dikembangkan
5,keren
4,boleh juga menjadi salah satu alternativ wisata
3,cukup menyenangkan bagi yang suka petualangan karena jalan kesana harus melewati jalan setapak yang harus diperhatikan jangan sampai pulang setelah matahari terbenam karena jalan yang dilalui gelap mohon ditertibkan pungutan pungutan liar yang banyak ke arah lokasinya
4,jadi farbagus tempatnya
4,tempatnya bagus hanya kurang difasilitasikebanyakan pungli
3,terlalu banyak pungli
5,indah pemandangan nya ingin balik lagi rasanya
5,indah sekali
3,belum selesai tetapi pemandangan menakjubkan
4,tebing kapur alami sedang mau dibentuk bagus saat musim kemarau sekarang airnya hijau tapi lumayanlah
4,tantangan bagi goweser
4,bukit jaddih goa pote sangat indah dengan bukit batu dan guanya spotnya cukup instagrammable ada sebuah kolam kecil di tengah bukit dengan beberapa jenis perahu ada beberapa toilet yang kurang bersih beberapa penjual suvenir dan buahbuahan lokal zalak rambutan bus besar bisa masuk ke kawasan tersebut meski jalan menuju ke sana tidak terlalu lebar namun cukup untuk dimasuki bus besar
5,tempat wisata alam yang sangat indah unik dan menarik terdapat fasilitas parkir warung dan toilet disini juga ada kolam renang
5,pemandangannya indah
3,fasilitas toilet tidak adajalan masih makadam lokasi wisata lumayan bersih htm murah tapi htm untuk renang terlalu mahal
5,bagus walau masih berupa tambang aktif
1,hadehhhkurang pengelolaan
4,pas otw kesana harus hati soalnya banyak sekali yang narikin uang tidak jelas terus tiba pas sudah diatas dimintain uang tiket masuk padahal tadi di bawah sudah bayar hati ya teman
5,pas mendung kesini oke lah tapi kalau pas panas ya wow rasanya pasti
5,bukit kapur dengan bentukan yang tertata ada bentukan kotak yang besar menjulang ada tangga yang bisa dinaiki smp bagian atas ruangan tertentu ada galian yang membentuk semacam kubangan besar yang terisi air bila tidak hujan airnya menjadi biru kehijauan akibat dari mineral yang terkandung didasarnya ada perahu atau gethek yang bisa dinaiki hawa sekitar lokasi sangat panas disarankan untuk datang pagi atau membawa perlengkapan seperti topi payung dan lindungi wajah dengan tabir surya agar kulit tidak menjadi belang akibat panas yang menyengat biaya masuk relatif murah ada warung yang menyediakan minuman dan panganantoilet juga tersedia tempatnya lumayan bersih
5,recomended jalan tidak susah jangan lpa bawa topi masker kacamata hitam
3,belum selesai
4,bagus tempatnya sayangnya masih dalam proyek penambangan jalan lumayan agak sempit
5,dingin
3,menarik tuk tempat berfoto
2,suasana panas tapi mempesona
3,hemh sebenarnya untuk foto bagus hanya saja banyak tagihan uang parkir uang masuk nanti pindah titik dimintain lagi jadi tidak jelas mana yang benar dan mana yang tidak
5,sip buat foto prawed
5,tempat yang indah banyak penjual salak di area jalan menuju objek wisata
5,bagus buat foto tapi puaanass sekali
5,bagus
3,perlu peningkatan infrastruktur
2,tidak terlalu bagus
3,jalan menuju lokasi kurang bagus banyak sampah dilokasi sebenarnya tempatnya eksotis perlu sentuhan
5,joss sekali sudah
5,bagus sekali walau agak panas tapi bagus
4,perlu sentuhan lagi
4,tempat penggalian kapur yang dijadikan tempat wisata
5,bebatuan kapur yang indah
5,tempat wisata bukit kapur yang eksotic
5,bagus tapi masih dalam renovasi mungkin kalau sudah jadi akan sangat bagus
5,bagus
5,parkiran agak mahal
5,tempat bagus ini buat ngisi liburan bareng keluarga yang lagi stress ingin cuci mata cocok sekali
4,semoga segera mendapat perhatiaan akses dan pelayanan
1,wisata yang jauh dari aman nyaman tiket terhitung mahal karena kondisi lokasi bercampur dengan proyek tambang aktif dengan truk mondar mandir mengangkut batu sama sekali tidak santun petugas jaganya berikut minim pengamanan sarana prasarana hati hati jika kamu membawa putra putri kecilnya wisata disitu
3,di kolam renang panas
5,keren
4,pemandangan alam yang indah
5,panas
4,pemandangannya bagus jalanannya mantap masuknya murah
4,masih pembangunan banyak yang belum memberi kesan kenangan tapi sudah berpotensi menggemparkan
2,wow untuk jalan mohon di perbaiki dan di tatalagi
3,sudah agak tidak menarik lagi
